url,phone_numbers,facebook_links,twitter_x_links,linkedin_links,instagram_links,youtube_links,addresses,error,processing_notes
http://pestcontrolmodestoca.org,,,,,,,,Fetch ClientError for http://pestcontrolmodestoca.org: ClientConnectorDNSError - Cannot connect to host pestcontrolmodestoca.org:80 ssl:default [getaddrinfo failed],
http://horizon-international.com,,,,,,,,Fetch ClientError for http://horizon-international.com: ClientConnectorDNSError - Cannot connect to host horizon-international.com:80 ssl:default [getaddrinfo failed],
http://imcl-conference.org,,,,,,,,,"Discovered potential contact page: http://imcl-conference.org/contact; Attempting to merge data from: http://imcl-conference.org/contact; Source page http://imcl-conference.org/contact had error: Fetch ClientError for http://imcl-conference.org/contact: ClientResponseError - 404, message='Not Found', url='https://imcl-conference.org/contact'; Merge from http://imcl-conference.org/contact complete."
http://knickonwood.com,,,,,,,,"Fetch ClientError for http://knickonwood.com: ClientResponseError - 500, message='Internal Server Error', url='http://knickonwood.com'",
http://lukesmma.com,,,,,,,,Fetch ClientError for http://lukesmma.com: ClientConnectorDNSError - Cannot connect to host lukesmma.com:80 ssl:default [getaddrinfo failed],
http://accubuiltnw.com,2538024841; 253%208024841,,,,,,,,Discovered potential contact page: https://accubuiltnw.com/contact; Attempting to merge data from: https://accubuiltnw.com/contact; Merge from https://accubuiltnw.com/contact complete.
http://carriecrespo.com,,,,,,,,"Fetch ClientError for http://carriecrespo.com: ClientConnectorCertificateError - Cannot connect to host carriecrespo.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://celebaesthetics.com,,,,,,,,Fetch Timeout for http://celebaesthetics.com,
http://dorsettchapel.org,,https://www.facebook.com/dorsettchapel,,,https://www.instagram.com/dorsettchapel,,1280 Hollywood Drive,,Discovered potential contact page: https://dorsettchapel.org/contact-us; Attempting to merge data from: https://dorsettchapel.org/contact-us; Merge from https://dorsettchapel.org/contact-us complete.
http://hudsonlux365.com,+1305928; +1305%209280661,https://www.facebook.com/hudsonlux365,,,https://www.instagram.com/hudsonlux365,https://www.youtube.com/channel/UCkI4UgyOkG5CoRbOZIijCYQ,"66 W Flagler street Suite 900 Miami, Fl dispatch@hudsonlux365.com +1(305) 928-0661",,Discovered potential contact page: https://hudsonlux365.com; Attempting to merge data from: https://hudsonlux365.com; Merge from https://hudsonlux365.com complete.
http://velabrand.com,,,,,,,,,Discovered potential contact page: http://velabrand.com/contact; Attempting to merge data from: http://velabrand.com/contact; Merge from http://velabrand.com/contact complete.
http://awbrueggemann.com,73701237,,,,,,,,Discovered potential contact page: https://awbrueggemann.com/about-us; Attempting to merge data from: https://awbrueggemann.com/about-us; Merge from https://awbrueggemann.com/about-us complete.
http://rhcapco.com,,,,,,,,,"Discovered potential contact page: http://rhcapco.com/contact; Attempting to merge data from: http://rhcapco.com/contact; Source page http://rhcapco.com/contact had error: Fetch ClientError for http://rhcapco.com/contact: ClientResponseError - 404, message='Not Found', url='http://rhcapco.com/contact'; Merge from http://rhcapco.com/contact complete."
http://bintiboutique.llc,,,,,,,,"Fetch ClientError for http://bintiboutique.llc: ClientResponseError - 429, message='Too Many Requests', url='https://www.bintiboutique.llc/'",
http://elegantdjservices.com,,,,,,,,"Fetch ClientError for http://elegantdjservices.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.elegantdjservices.com/'",
http://fccherrick.org,,,,,,,,,"Discovered potential contact page: http://fccherrick.org/contact; Attempting to merge data from: http://fccherrick.org/contact; Source page http://fccherrick.org/contact had error: Fetch ClientError for http://fccherrick.org/contact: ClientResponseError - 404, message='Not Found', url='https://www.fccherrick.org/contact'; Merge from http://fccherrick.org/contact complete."
http://shiftflg.com,,https://www.facebook.com/shiftFLG,,,https://www.instagram.com/shiftflg,,,,Discovered potential contact page: http://shiftflg.com/contact; Attempting to merge data from: http://shiftflg.com/contact; Merge from http://shiftflg.com/contact complete.
http://coastaldefense.business.site,,,,,,,,"Fetch ClientError for http://coastaldefense.business.site: ClientResponseError - 404, message='Not Found', url='http://coastaldefense.business.site'",
http://itlogo.net,15350552; 15350552180,,,,,,,,Discovered potential contact page: http://itlogo.net/about; Attempting to merge data from: http://itlogo.net/about; Merge from http://itlogo.net/about complete.
http://southernuc.com,//19128982227; 9128982227; //19128982277; //18433574357,https://www.facebook.com/SouthernUrgentCare; https://www.facebook.com/pages,,,https://www.instagram.com/accounts,,,,Discovered potential contact page: https://southernuc.com/about-us; Attempting to merge data from: https://southernuc.com/about-us; Merge from https://southernuc.com/about-us complete.
http://prlassociates.net,6077858381; 6077276940; 6073412990; 6073210356,https://www.facebook.com/PRLAssociates,,,,,"110 Grant Avenue, Endicott, NY 13760",,Discovered potential contact page: http://prlassociates.net/about-us-1; Attempting to merge data from: http://prlassociates.net/about-us-1; Merge from http://prlassociates.net/about-us-1 complete.
http://sewardlostlakelodge.com,,,,,,,,Fetch ClientError for http://sewardlostlakelodge.com: ClientConnectorDNSError - Cannot connect to host sewardlostlakelodge.com:80 ssl:default [getaddrinfo failed],
http://cahabacreative.com,,https://www.facebook.com/cahabacreative,https://twitter.com/cahabacreative,https://www.linkedin.com/in/cahabacreative,,,,,Discovered potential contact page: http://cahabacreative.com/forms/contact-us; Attempting to merge data from: http://cahabacreative.com/forms/contact-us; Merge from http://cahabacreative.com/forms/contact-us complete.
http://eattacorepublic.com,,https://www.facebook.com/TheTacoRepublic,,,https://www.instagram.com/eattacorepublic,,,,Discovered potential contact page: http://eattacorepublic.com/contact; Attempting to merge data from: http://eattacorepublic.com/contact; Merge from http://eattacorepublic.com/contact complete.
http://ehardts.com,,,,,,,,"Fetch ClientError for http://ehardts.com: ClientResponseError - 403, message='Forbidden', url='http://ehardts.com'",
http://secondnaturedesignsmv.com,02539627,https://www.facebook.com/SecondNatureDesignsMV,,https://www.linkedin.com/in/renee-clermont-5896095a,https://www.instagram.com/secondnaturedesignsmv,,,,Discovered potential contact page: http://secondnaturedesignsmv.com/contact; Attempting to merge data from: http://secondnaturedesignsmv.com/contact; Merge from http://secondnaturedesignsmv.com/contact complete.
http://skgfitness.training,+12409257605,https://www.facebook.com/SKGFitnessTraining,,,,,,,Discovered potential contact page: http://skgfitness.training/contact; Attempting to merge data from: http://skgfitness.training/contact; Merge from http://skgfitness.training/contact complete.
http://crazy.builders,,,,,,,,Fetch ClientError for http://crazy.builders: ClientConnectorDNSError - Cannot connect to host crazy.builders:80 ssl:default [getaddrinfo failed],
http://laurafoxreel.com,,,,,,,,,"Discovered potential contact page: http://laurafoxreel.com/contact; Attempting to merge data from: http://laurafoxreel.com/contact; Source page http://laurafoxreel.com/contact had error: Fetch ClientError for http://laurafoxreel.com/contact: ClientResponseError - 404, message='Not Found', url='http://laurafoxreel.com/contact'; Merge from http://laurafoxreel.com/contact complete."
http://littleredfarmhousegifts.net,,,,,,,,Fetch ClientError for http://littleredfarmhousegifts.net: ClientConnectorDNSError - Cannot connect to host littleredfarmhousegifts.net:80 ssl:default [getaddrinfo failed],
http://msconfinance.com,,,,,,,,"Fetch ClientError for http://msconfinance.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.msconfinance.com/'",
http://reflexdelivery.com,,,,,,,,"Fetch ClientError for http://reflexdelivery.com: ClientResponseError - 409, message='Conflict', url='http://reflexdelivery.com'",
http://rollupdoorrepairnyc.com,,,,,,,"NYC , NY 11101",,Discovered potential contact page: http://rollupdoorrepairnyc.com/contact.html; Attempting to merge data from: http://rollupdoorrepairnyc.com/contact.html; Merge from http://rollupdoorrepairnyc.com/contact.html complete.
http://yoursbasource.com,,,,,,,,,Discovered potential contact page: https://yoursbasource.com/about; Attempting to merge data from: https://yoursbasource.com/about; Merge from https://yoursbasource.com/about complete.
http://acifund.com,,,,,,,,,Discovered potential contact page: http://acifund.com/contact; Attempting to merge data from: http://acifund.com/contact; Merge from http://acifund.com/contact complete.
http://capricommercialcapital.com,,,,,,,,"Fetch ClientError for http://capricommercialcapital.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.capricommercialcapital.com/'",
http://cherrycreektributaries.com,,,,,,,,Fetch ClientError for http://cherrycreektributaries.com: ClientConnectorDNSError - Cannot connect to host cherrycreektributaries.com:80 ssl:default [getaddrinfo failed],
http://amplifiedconcepts.com,,https://www.facebook.com/AmplifiedConcepts,,https://www.linkedin.com/company/amplifiedconcepts,https://www.instagram.com/amplifiedconcepts,,,,Discovered potential contact page: https://amplifiedconcepts.com/about; Attempting to merge data from: https://amplifiedconcepts.com/about; Merge from https://amplifiedconcepts.com/about complete.
http://marriagecounselingmemphis.com,,,,,,,,Fetch ClientError for http://marriagecounselingmemphis.com: ClientConnectorDNSError - Cannot connect to host marriagecounselingmemphis.com:80 ssl:default [getaddrinfo failed],
http://silverbaytech.com,,,https://twitter.com/SilverBayTech,,,,100 Adams Street,,Discovered potential contact page: http://silverbaytech.com/contact; Attempting to merge data from: http://silverbaytech.com/contact; Merge from http://silverbaytech.com/contact complete.
http://borderwarswrestling.com,,,,,,,,,Discovered potential contact page: http://borderwarswrestling.com/contact; Attempting to merge data from: http://borderwarswrestling.com/contact; Merge from http://borderwarswrestling.com/contact complete.
http://brentwood365.com,,https://www.facebook.com/search618,,,,,"2503  Louis Avenue (Price: $275,000); Home for Sale:  


                                                  1521  Oriole Lane, 
                                                Brentwood, MO 63144; 2904  Collier Avenue (Price: $848,900); Property For Rent or Lease: 


                                                  2817  Hilldale Avenue, 
                                                Brentwood, MO 63144; 1521  Oriole Lane,; 2017  Woodsey Drive (Price: $945,000); Property For Rent or Lease:  


                                                  2817  Hilldale Avenue, 
                                                Brentwood, MO 63144; Home for Sale:  


                                                  8823  Pine Avenue, 
                                                Brentwood, MO 63144; 1521  Oriole Lane (Price: $189,500); Home for Sale: 


                                                  1521  Oriole Lane, 
                                                Brentwood, MO 63144; 2817  Hilldale Avenue,; 2501  Cecelia Avenue (Price: $219,000); Home for Sale: 


                                                  8823  Pine Avenue, 
                                                Brentwood, MO 63144; 8823  Pine Avenue (Price: $425,000); 8823  Pine Avenue,",,Discovered potential contact page: http://brentwood365.com/jobs; Attempting to merge data from: http://brentwood365.com/jobs; Merge from http://brentwood365.com/jobs complete.
http://bubsnola.com,,,,,,,,,Discovered potential contact page: http://bubsnola.com/contact; Attempting to merge data from: http://bubsnola.com/contact; Merge from http://bubsnola.com/contact complete.
http://deliverance-ministry-new-york.com,,,,,,,,"Fetch ClientError for http://deliverance-ministry-new-york.com: ClientResponseError - 500, message='Internal Server Error', url='http://deliverance-ministry-new-york.com'",
http://glovemitten.com,,,,,,,,Fetch ClientError for http://glovemitten.com: ClientConnectorDNSError - Cannot connect to host glovemitten.com:80 ssl:default [getaddrinfo failed],
http://loudandclaire.com,,,,,,,,"Fetch ClientError for http://loudandclaire.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.loudandclaire.com/'",
http://myfocuspsych.com,,,,,,,,Fetch ClientError for http://myfocuspsych.com: ClientConnectorDNSError - Cannot connect to host myfocuspsych.com:80 ssl:default [getaddrinfo failed],
http://xpressbenefits.net,,,,,,,,"Fetch ClientError for http://xpressbenefits.net: ClientConnectorCertificateError - Cannot connect to host xpressbenefits.net:443 ssl:True [SSLCertVerificationError: (1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1028)')]",
http://crestonhousefl.com,8005872287; 1800587,https://www.facebook.com/coastalrealtyandpropertymanagement,,,https://www.instagram.com/CoastalRealtyFL,https://www.youtube.com/user/Coastalrealtyfl,,,Discovered potential contact page: http://crestonhousefl.com/contact-us; Attempting to merge data from: http://crestonhousefl.com/contact-us; Merge from http://crestonhousefl.com/contact-us complete.
http://dreamlab.design,+1240796; 1696030321; +12407601; 1696030512; 1531306540; 1696030374; 1531306243,https://www.facebook.com/dreamlabcreativeideas,,https://www.linkedin.com/company/80255973,https://www.instagram.com/dreamlab.creative,,"1035 Pearl St, Denver, Colorado, 80203",,Discovered potential contact page: http://dreamlab.design/contact-us; Attempting to merge data from: http://dreamlab.design/contact-us; Merge from http://dreamlab.design/contact-us complete.
http://karrgroupco.com,,,,,,,,,Discovered potential contact page: http://karrgroupco.com/contact; Attempting to merge data from: http://karrgroupco.com/contact; Merge from http://karrgroupco.com/contact complete.
http://paigeleblanc.com,,,,,,,,"Fetch ClientError for http://paigeleblanc.com: ClientResponseError - 404, message='Not Found', url='https://paigeleblanc.com/'",
http://quick9.io,,,,,,,,Fetch ClientError for http://quick9.io: ClientConnectorDNSError - Cannot connect to host quick9.io:80 ssl:default [getaddrinfo failed],
http://tefftfoundation.com,1603472,,,,,,", a 501(c)(3) organization, is tax deductible • 5 Meetinghouse Road • Bedford, NH 03110",,"Discovered potential contact page: http://tefftfoundation.com/contact; Attempting to merge data from: http://tefftfoundation.com/contact; Source page http://tefftfoundation.com/contact had error: Fetch ClientError for http://tefftfoundation.com/contact: ClientResponseError - 404, message='Not Found', url='http://tefftfoundation.com/contact'; Merge from http://tefftfoundation.com/contact complete."
http://winningham-iron-metal.business.site,,,,,,,,"Fetch ClientError for http://winningham-iron-metal.business.site: ClientResponseError - 404, message='Not Found', url='http://winningham-iron-metal.business.site'",
http://budgetmobilehometransport.com,+14058802041,,,,,,24300 County RD 230,,Discovered potential contact page: http://budgetmobilehometransport.com/request-quote; Attempting to merge data from: http://budgetmobilehometransport.com/request-quote; Merge from http://budgetmobilehometransport.com/request-quote complete.
http://fineartsbiz.com,,,,,,,,,"Discovered potential contact page: http://fineartsbiz.com/contact; Attempting to merge data from: http://fineartsbiz.com/contact; Source page http://fineartsbiz.com/contact had error: Fetch ClientError for http://fineartsbiz.com/contact: ClientResponseError - 404, message='Not Found', url='http://fineartsbiz.com/contact'; Merge from http://fineartsbiz.com/contact complete."
http://sammycarlosdelicatessencatering.net,,,,,,,,"Skipping non-HTML http://sammycarlosdelicatessencatering.net (final URL: http://sammycarlosdelicatessencatering.net, type: )",
http://eventsbyabel.com,,,,,,,,Fetch ClientError for http://eventsbyabel.com: ClientConnectorDNSError - Cannot connect to host eventsbyabel.com:80 ssl:default [getaddrinfo failed],
http://aproa.org,,,,,,,,"Fetch ClientError for http://aproa.org: ClientConnectorCertificateError - Cannot connect to host www.aproa.org:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://ftworthepoxyflooring.com,,,,,,,,Fetch ClientError for http://ftworthepoxyflooring.com: ClientConnectorDNSError - Cannot connect to host ftworthepoxyflooring.com:80 ssl:default [getaddrinfo failed],
http://gsiprint.com,2489600079; 2489600077,,,,,,"3100 Old Farm Lane, Suite 10 Walled Lake, MI 48390-1652",,"Discovered potential contact page: http://gsiprint.com/contact; Attempting to merge data from: http://gsiprint.com/contact; Source page http://gsiprint.com/contact had error: Fetch ClientError for http://gsiprint.com/contact: ClientResponseError - 404, message='File Not Found', url='https://www.gsiprint.com/contact'; Merge from http://gsiprint.com/contact complete."
http://hellorichmond.net,,,,,,,,"Fetch ClientError for http://hellorichmond.net: ClientResponseError - 404, message='Not Found', url='https://hellorichmond.net/'",
http://highbrow-beauty.com,,,,,,,,"Fetch ClientError for http://highbrow-beauty.com: ClientConnectorCertificateError - Cannot connect to host highbrow-beauty.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://kikimo.com,,https://www.facebook.com/kikimoinc,https://twitter.com/KikimoInc,,https://www.instagram.com/kikimoinc,,,,"Discovered potential contact page: http://kikimo.com/contact; Attempting to merge data from: http://kikimo.com/contact; Source page http://kikimo.com/contact had error: Fetch ClientError for http://kikimo.com/contact: ClientResponseError - 404, message='Not Found', url='https://kikimo.com/contact'; Merge from http://kikimo.com/contact complete."
http://krambu.com,+18334572628; +1833457,https://www.facebook.com/Krambu-168023693759269,,https://www.linkedin.com/company/Krambu,,https://www.youtube.com/channel/UCx8-bF4AGK50mLIQ8QMAoRQ,,,Discovered potential contact page: http://krambu.com/about; Attempting to merge data from: http://krambu.com/about; Merge from http://krambu.com/about complete.
http://mhkeratin.com,,,,,,,,,Discovered potential contact page: http://mhkeratin.com/pages/contact-us; Attempting to merge data from: http://mhkeratin.com/pages/contact-us; Merge from http://mhkeratin.com/pages/contact-us complete.
http://muhlbauerlab.com,,,,,,,,Fetch ClientError for http://muhlbauerlab.com: ClientConnectorError - Cannot connect to host muhlbauerlab.com:80 ssl:default [The remote computer refused the network connection],
http://positivesideofgolf.com,,,,,,,,,Discovered potential contact page: http://positivesideofgolf.com/about.html; Attempting to merge data from: http://positivesideofgolf.com/about.html; Merge from http://positivesideofgolf.com/about.html complete.
http://carolynlewismed.com,,,,,,,,Fetch ClientError for http://carolynlewismed.com: ClientConnectorDNSError - Cannot connect to host carolynlewismed.com:80 ssl:default [getaddrinfo failed],
http://dionisioducusin.com,,,,,,,,"Fetch ClientError for http://dionisioducusin.com: ClientResponseError - 404, message='Not Found', url='https://www.dionisioducusin.com/'",
http://forsythvet.com,,https://www.facebook.com/LazadaIndonesia,https://twitter.com/LazadaID,https://www.linkedin.com/company/lazada,https://www.instagram.com/lazada_id,,,,Discovered potential contact page: http://forsythvet.com/contact; Attempting to merge data from: http://forsythvet.com/contact; Merge from http://forsythvet.com/contact complete.
http://hitsforhomeless.com,,,,,,,,,Discovered potential contact page: http://hitsforhomeless.com/contact; Attempting to merge data from: http://hitsforhomeless.com/contact; Merge from http://hitsforhomeless.com/contact complete.
http://innsofcourt.org,,,,,,,,,"Discovered potential contact page: http://innsofcourt.org/contact; Attempting to merge data from: http://innsofcourt.org/contact; Source page http://innsofcourt.org/contact had error: Fetch ClientError for http://innsofcourt.org/contact: ClientResponseError - 404, message='Not Found', url='http://innsofcourt.org/contact'; Merge from http://innsofcourt.org/contact complete."
http://oldtraditiontattoo.com,,,,,,,,"Fetch ClientError for http://oldtraditiontattoo.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.oldtraditiontattoo.com/'",
http://phalanxgrpservices.org,,,,,,,,"Fetch ClientError for http://phalanxgrpservices.org: ClientResponseError - 429, message='Too Many Requests', url='https://www.phalanxgrpservices.org/'",
http://wadeloans.com,+1726200; 7262001005,,,,,,,,Discovered potential contact page: https://wadeloans.com/hard-money-lenders/about-us; Attempting to merge data from: https://wadeloans.com/hard-money-lenders/about-us; Merge from https://wadeloans.com/hard-money-lenders/about-us complete.
http://dbdtravel.net,,,,,,,,"Fetch ClientError for http://dbdtravel.net: ClientResponseError - 429, message='Too Many Requests', url='https://www.dbdtravel.net/'",
http://easystreetcookies.com,,,,,,,,"Fetch ClientError for http://easystreetcookies.com: ClientResponseError - 429, message='Too Many Requests', url='https://www.easystreetcookies.com/'",
http://millarandsons.net,,,,,,,,"Fetch ClientError for http://millarandsons.net: ClientResponseError - 429, message='Too Many Requests', url='https://www.millarandsons.net/'",
http://parklandhairclinic.info,,,,,,,,,Discovered potential contact page: http://parklandhairclinic.info/contact; Attempting to merge data from: http://parklandhairclinic.info/contact; Merge from http://parklandhairclinic.info/contact complete.
http://slrslingshotrentals.com,,,,,,,,Fetch ClientError for http://slrslingshotrentals.com: ClientConnectorDNSError - Cannot connect to host slrslingshotrentals.com:80 ssl:default [getaddrinfo failed],
http://atlanticsltd.com,,,,,,,,,"Discovered potential contact page: http://atlanticsltd.com/contact; Attempting to merge data from: http://atlanticsltd.com/contact; Source page http://atlanticsltd.com/contact had error: Fetch ClientError for http://atlanticsltd.com/contact: ClientResponseError - 404, message='Not Found', url='http://atlanticsltd.com/contact'; Merge from http://atlanticsltd.com/contact complete."
http://gooddogsfarm.com,,,,,,,,,
http://singinglessonstemecula.com,,https://www.facebook.com/viviengainesvocalstudio,,,,,,,Discovered potential contact page: http://singinglessonstemecula.com/contact; Attempting to merge data from: http://singinglessonstemecula.com/contact; Merge from http://singinglessonstemecula.com/contact complete.
http://ssmobile.store,,,,,,,,"Fetch ClientError for http://ssmobile.store: ClientResponseError - 403, message='Forbidden', url='http://ssmobile.store'",
http://atlantanephrologyassociates.com,,,,,,,,,Discovered potential contact page: http://atlantanephrologyassociates.com/about-us; Attempting to merge data from: http://atlantanephrologyassociates.com/about-us; Merge from http://atlantanephrologyassociates.com/about-us complete.
http://brushsolutions.net,1630775,https://www.facebook.com/brushsolutions,,,,,,,Discovered potential contact page: http://brushsolutions.net/contact-us.html; Attempting to merge data from: http://brushsolutions.net/contact-us.html; Merge from http://brushsolutions.net/contact-us.html complete.
http://change-points.com,,,,,,,,,Discovered potential contact page: http://change-points.com/contact; Attempting to merge data from: http://change-points.com/contact; Merge from http://change-points.com/contact complete.
http://fkideas.com,,,,,,,,,"Discovered potential contact page: http://fkideas.com/contact; Attempting to merge data from: http://fkideas.com/contact; Source page http://fkideas.com/contact had error: Fetch ClientError for http://fkideas.com/contact: ClientResponseError - 404, message='Not Found', url='https://fkideas.com/contact'; Merge from http://fkideas.com/contact complete."
http://fortcollinsshowerdoor.com,9702179360,,,,,,"2956 Ginnala Dr, B1, LOVELAND, CO 80538",,Discovered potential contact page: https://fortcollinsshowerdoor.com/about; Attempting to merge data from: https://fortcollinsshowerdoor.com/about; Merge from https://fortcollinsshowerdoor.com/about complete.
http://pinilishalpern.com,9731111; +19734011111,,,,,,160 Morris St.,,Discovered potential contact page: http://pinilishalpern.com/contact; Attempting to merge data from: http://pinilishalpern.com/contact; Merge from http://pinilishalpern.com/contact complete.
http://truelifetx.org,,,,,,,,,"Discovered potential contact page: http://truelifetx.org/contact; Attempting to merge data from: http://truelifetx.org/contact; Source page http://truelifetx.org/contact had error: Fetch ClientError for http://truelifetx.org/contact: ClientResponseError - 404, message='Not Found', url='https://www.truelifetx.org/contact'; Merge from http://truelifetx.org/contact complete."
http://17thstreetthaisushifl.com,,,,,,,,,Discovered potential contact page: http://17thstreetthaisushifl.com/contact; Attempting to merge data from: http://17thstreetthaisushifl.com/contact; Merge from http://17thstreetthaisushifl.com/contact complete.
http://colonsource.com,,,,,,,,,Discovered potential contact page: http://colonsource.com/contact; Attempting to merge data from: http://colonsource.com/contact; Merge from http://colonsource.com/contact complete.
http://libertybaptist.org,14082745611; 6960752,https://www.facebook.com/LBCSanJose,,,https://www.instagram.com/libertybaptistsj,,"2790 South King Road San Jose, CA 95122 United States",,Discovered potential contact page: http://libertybaptist.org/contact; Attempting to merge data from: http://libertybaptist.org/contact; Merge from http://libertybaptist.org/contact complete.
http://sunnirey.shop,,,,,,,,Fetch ClientError for http://sunnirey.shop: ClientConnectorDNSError - Cannot connect to host sunnirey.shop:80 ssl:default [getaddrinfo failed],
http://cloudspeed24x7.com,,,,,,,,,Discovered potential contact page: http://cloudspeed24x7.com/contact; Attempting to merge data from: http://cloudspeed24x7.com/contact; Merge from http://cloudspeed24x7.com/contact complete.
http://gambittechconsulting.com,,,,,,,,Fetch ClientError for http://gambittechconsulting.com: ClientConnectorDNSError - Cannot connect to host gambittechconsulting.com:80 ssl:default [getaddrinfo failed],
http://heather-brooks-painted-furniture.ueniweb.com,,,,,,,,Fetch Timeout for http://heather-brooks-painted-furniture.ueniweb.com,
http://ilikeflatroofs.com,,,,,,,,,"Discovered potential contact page: http://ilikeflatroofs.com/contact; Attempting to merge data from: http://ilikeflatroofs.com/contact; Source page http://ilikeflatroofs.com/contact had error: Fetch ClientError for http://ilikeflatroofs.com/contact: ClientResponseError - 404, message='Not Found', url='http://ilikeflatroofs.com/contact'; Merge from http://ilikeflatroofs.com/contact complete."
http://juniorchefsofamerica.org,8131078,https://www.facebook.com/juniorchefsoa,https://twitter.com/jrchefsoa; https://twitter.com/junior_chefs,,https://www.instagram.com/jcoarocks; https://www.instagram.com/juniorchefsofamerica,,,,Discovered potential contact page: http://juniorchefsofamerica.org/contact; Attempting to merge data from: http://juniorchefsofamerica.org/contact; Merge from http://juniorchefsofamerica.org/contact complete.
http://kccashbuyer.com,,,,,,,,"Fetch ClientError for http://kccashbuyer.com: ClientConnectorCertificateError - Cannot connect to host kccashbuyer.com:443 ssl:True [SSLCertVerificationError: (5, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)')]",
http://the-chimneymasters.com,,,,,,,,Fetch ClientError for http://the-chimneymasters.com: ClientConnectorDNSError - Cannot connect to host the-chimneymasters.com:80 ssl:default [getaddrinfo failed],
http://willowglenhomeandgarden.com,95125286,https://www.facebook.com/willowglenhomeandgarden,,,,,1123 Lincoln Avenue,,Discovered potential contact page: http://willowglenhomeandgarden.com/contact-us; Attempting to merge data from: http://willowglenhomeandgarden.com/contact-us; Merge from http://willowglenhomeandgarden.com/contact-us complete.
http://writingonboard.com,,,,,,,,,Discovered potential contact page: https://writingonboard.com/about-us; Attempting to merge data from: https://writingonboard.com/about-us; Merge from https://writingonboard.com/about-us complete.
http://jettbt.com,6783875717; 7706676178; 6783875715; 6783875709; 6783875701; 6783875710,https://www.facebook.com/JETTBusinessTechnology,https://twitter.com/JETTBusinessTec,https://www.linkedin.com/company/jett-business-technology,,,,,Discovered potential contact page: http://jettbt.com/about-us; Attempting to merge data from: http://jettbt.com/about-us; Merge from http://jettbt.com/about-us complete.
http://medicalcoatings.org,,,,,,,,,Discovered potential contact page: http://medicalcoatings.org/contact; Attempting to merge data from: http://medicalcoatings.org/contact; Merge from http://medicalcoatings.org/contact complete.
http://rightstudents.org,,,,,,,,Fetch ClientError for http://rightstudents.org: ClientConnectorDNSError - Cannot connect to host rightstudents.org:80 ssl:default [getaddrinfo failed],
http://sofloweb.com,,https://www.facebook.com/soflowebteam,https://twitter.com/soflowebteam,https://www.linkedin.com/company/sofloweb,https://www.instagram.com/soflowebteam,,,,Discovered potential contact page: https://sofloweb.com/sofloweb-contact; Attempting to merge data from: https://sofloweb.com/sofloweb-contact; Merge from https://sofloweb.com/sofloweb-contact complete.
http://topbricole.site,,,,,,,,Fetch ClientError for http://topbricole.site: ClientConnectorDNSError - Cannot connect to host topbricole.site:80 ssl:default [getaddrinfo failed],
http://bhmedicalsupplies.com,,,,,,https://www.youtube.com/user/shopify,"46 River Rd., Berwick",,Discovered potential contact page: http://bhmedicalsupplies.com/pages/about-us-1; Attempting to merge data from: http://bhmedicalsupplies.com/pages/about-us-1; Merge from http://bhmedicalsupplies.com/pages/about-us-1 complete.
http://carolynsnails.com,,https://www.facebook.com/groups,,,,,,,"Discovered potential contact page: http://carolynsnails.com/contact; Attempting to merge data from: http://carolynsnails.com/contact; Source page http://carolynsnails.com/contact had error: Fetch ClientError for http://carolynsnails.com/contact: ClientResponseError - 404, message='Not Found', url='https://carolynsnails.com/contact'; Merge from http://carolynsnails.com/contact complete."
http://citycanyons.com,,https://www.facebook.com/SynaestheticPictureShow; https://www.facebook.com/UlrichMusic; https://www.facebook.com/ElektronicBuzz,,,https://www.instagram.com/elektragaaz; https://www.instagram.com/elektragaaz_,https://www.youtube.com/user/embed,,,Discovered potential contact page: https://citycanyons.com/about-us; Attempting to merge data from: https://citycanyons.com/about-us; Merge from https://citycanyons.com/about-us complete.
http://blazingstargrange.org,,https://www.facebook.com/wix,https://www.twitter.com/wix,,,https://www.youtube.com/user/wixmypage,15 North Road,,"Discovered potential contact page: http://blazingstargrange.org/contact; Attempting to merge data from: http://blazingstargrange.org/contact; Source page http://blazingstargrange.org/contact had error: Fetch ClientError for http://blazingstargrange.org/contact: ClientResponseError - 429, message='Too Many Requests', url='https://www.blazingstargrange.org/contact'; Merge from http://blazingstargrange.org/contact complete."
